id,article_1,income_1,category_1,percentage_1,article_2,income_2,category_2,percentage_2,article_3,income_3,category_3,percentage_3,article_4,income_4,category_4,percentage_4,article_5,income_5,category_5,percentage_5,article_6,income_6,category_6,percentage_6,article_7,income_7,category_7,percentage_7,article_8,income_8,category_8,percentage_8,article_9,income_9,category_9,percentage_9,article_10,income_10,category_10,percentage_10,article_11,income_11,category_11,percentage_11,article_12,income_12,category_12,percentage_12,article_13,income_13,category_13,percentage_13,article_14,income_14,category_14,percentage_14,article_15,income_15,category_15,percentage_15,article_16,income_16,category_16,percentage_16,article_17,income_17,category_17,percentage_17,article_18,income_18,category_18,percentage_18,article_19,income_19,category_19,percentage_19,article_20,income_20,category_20,percentage_20,article_21,income_21,category_21,percentage_21,article_22,income_22,category_22,percentage_22,article_23,income_23,category_23,percentage_23,article_24,income_24,category_24,percentage_24,article_25,income_25,category_25,percentage_25,article_26,income_26,category_26,percentage_26,article_27,income_27,category_27,percentage_27,article_28,income_28,category_28,percentage_28,article_29,income_29,category_29,percentage_29,article_30,income_30,category_30,percentage_30,article_31,income_31,category_31,percentage_31,article_32,income_32,category_32,percentage_32,article_33,income_33,category_33,percentage_33,article_34,income_34,category_34,percentage_34,article_35,income_35,category_35,percentage_35,article_36,income_36,category_36,percentage_36,article_37,income_37,category_37,percentage_37,article_38,income_38,category_38,percentage_38,article_39,income_39,category_39,percentage_39,article_40,income_40,category_40,percentage_40,article_41,income_41,category_41,percentage_41,article_42,income_42,category_42,percentage_42,article_43,income_43,category_43,percentage_43,article_44,income_44,category_44,percentage_44,article_45,income_45,category_45,percentage_45,article_46,income_46,category_46,percentage_46,article_47,income_47,category_47,percentage_47,article_48,income_48,category_48,percentage_48,article_49,income_49,category_49,percentage_49,article_50,income_50,category_50,percentage_50,article_51,income_51,category_51,percentage_51,article_52,income_52,category_52,percentage_52,article_53,income_53,category_53,percentage_53,article_54,income_54,category_54,percentage_54,article_55,income_55,category_55,percentage_55,article_56,income_56,category_56,percentage_56
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Prod_15,1249840.441,A,0.193082571,Prod_5,624480.6559,A,0.096473379,Prod_9,498863.4843,A,0.077067313,Prod_6,411961.4715,A,0.063642188,Prod_20,390256.2686,A,0.060289043,Prod_1,318176.0413,A,0.049153673,Prod_7,268142.1344,A,0.041424146,Prod_17,222500.8517,A,0.034373217,Prod_8,207365.2813,A,0.032034987,Prod_12,185283.1826,A,0.028623616,Prod_11,166950.0781,A,0.025791412,Prod_16,161063.1102,A,0.02488196,Prod_18,150915.2266,A,0.023314256,Prod_19,138842.8201,A,0.021449241,Prod_24,136908.1431,A,0.021150361,Prod_21,125293.4432,B,0.019356055,Prod_22,122730.2194,B,0.018960073,Prod_10,95107.42857,B,0.014692745,Prod_30,94282.28191,B,0.014565272,Prod_32,83670.57531,B,0.012925914,Prod_38,83230.71429,B,0.012857962,Prod_13,81404.89567,B,0.012575899,Prod_49,75687.62381,B,0.011692661,Prod_23,64942.46394,B,0.010032687,Prod_4,57576.12546,B,0.008894692,Prod_2,57167.76686,B,0.008831607,Prod_31,49453.43048,B,0.007639852,Prod_43,41294.11164,C,0.006379353,Prod_27,41033.55079,C,0.0063391,Prod_14,39848.47024,C,0.006156022,Prod_33,37941.72188,C,0.005861456,Prod_25,29069.84536,C,0.004490878,Prod_35,25352.19048,C,0.003916553,Prod_29,24430.47619,C,0.003774161,Prod_41,22010.47619,C,0.003400306,Prod_52,16003,C,0.002472236,Prod_28,12652.38095,C,0.001954613,Prod_39,11063.95238,C,0.001709223,Prod_26,8721.714286,C,0.001347381,Prod_34,7427.428571,C,0.001147432,Prod_40,5945.714286,C,0.000918528,Prod_59,5882.621352,C,0.000908781,Prod_42,5060.19906,C,0.000781729,Prod_3,4767.47619,C,0.000736507,Prod_36,4087.619048,C,0.000631479,Prod_48,2655.238095,C,0.000410197,Prod_58,2567.578313,C,0.000396654,Prod_53,1765.541667,C,0.000272751,Prod_37,1267.485909,C,0.000195809,Prod_44,102.3809524,C,1.58164E-005,Prod_47,40.49020408,C,6.25516E-006,,,,,,,,,,,,,,,,,,,,
191,Prod_15,2064144.452,A,0.179544903,Prod_5,1061514.83,A,0.092333449,Prod_9,987599.6103,A,0.085904102,Prod_20,830456.0891,A,0.072235331,Prod_1,585931.4843,A,0.050965915,Prod_6,585110.8492,A,0.050894534,Prod_17,518184.6278,A,0.045073109,Prod_7,493910.9524,A,0.042961719,Prod_12,381167.923,A,0.033155023,Prod_11,338544.9886,A,0.029447565,Prod_18,330266.5739,A,0.028727486,Prod_8,319788.7942,A,0.0278161,Prod_21,305639.6142,A,0.026585366,Prod_16,294272.4528,A,0.025596619,Prod_24,233915.4104,B,0.020346599,Prod_19,185563.829,B,0.016140847,Prod_2,178249.7908,B,0.015504652,Prod_32,175838.3444,B,0.015294898,Prod_23,167387.0153,B,0.014559778,Prod_38,146651.1429,B,0.012756116,Prod_30,145449.1906,B,0.012651566,Prod_22,136617.4766,B,0.01188336,Prod_27,125511.5285,B,0.010917334,Prod_10,124000.0238,B,0.01078586,Prod_31,104957.4074,B,0.009129481,Prod_4,102426.7436,C,0.008909357,Prod_14,89047.41071,C,0.007745586,Prod_52,51272,C,0.004459778,Prod_41,47116.38095,C,0.004098311,Prod_13,46620.41739,C,0.004055171,Prod_29,45058.09524,C,0.003919276,Prod_25,38648.43252,C,0.003361746,Prod_35,36945.61905,C,0.003213631,Prod_49,35571.07143,C,0.003094069,Prod_28,34123.2381,C,0.002968132,Prod_33,25586.49371,C,0.002225583,Prod_34,19510.85714,C,0.001697107,Prod_43,18316.09695,C,0.001593184,Prod_36,17421.71429,C,0.001515388,Prod_40,12932,C,0.001124861,Prod_39,11091.42857,C,0.000964763,Prod_42,10149.00507,C,0.000882788,Prod_26,8134.982374,C,0.000707603,Prod_44,8072.52381,C,0.00070217,Prod_59,6442.871005,C,0.000560418,Prod_3,3823.380952,C,0.000332568,Prod_58,2888.525602,C,0.000251252,Prod_37,2314.116618,C,0.000201288,Prod_57,750,C,0.000065237,Prod_46,668.5714286,C,5.81542E-005,Prod_51,382.3205556,C,3.32553E-005,Prod_53,381.4285714,C,3.31777E-005,Prod_48,165.952381,C,0.000014435,,,,,,,,,,,,
192,Prod_15,2330351.589,A,0.128618899,Prod_5,1564383.149,A,0.086342867,Prod_9,1494869.701,A,0.082506217,Prod_20,1414815.26,A,0.078087779,Prod_6,1043419.485,A,0.057589364,Prod_1,988583.8749,A,0.054562826,Prod_17,801827.9633,A,0.044255223,Prod_7,617385.2309,A,0.034075291,Prod_18,558859.0805,A,0.030845062,Prod_12,534820.0224,A,0.029518276,Prod_11,508617.4152,A,0.028072078,Prod_21,508249.7574,A,0.028051786,Prod_8,506253.7092,A,0.027941618,Prod_19,492717.5371,A,0.027194517,Prod_16,468891.0927,A,0.025879467,Prod_24,394888.6806,A,0.021795058,Prod_23,379668.063,B,0.020954987,Prod_32,321314.2518,B,0.01773427,Prod_2,313705.6416,B,0.017314329,Prod_38,297291.8571,B,0.016408404,Prod_13,269002.6749,B,0.014847042,Prod_22,263877.2099,B,0.014564153,Prod_14,247239.0193,B,0.013645842,Prod_27,198219.7234,B,0.010940324,Prod_31,197007.9033,B,0.010873441,Prod_30,193929.92,B,0.010703558,Prod_10,167148.119,B,0.009225392,Prod_49,158404.6452,C,0.008742814,Prod_4,140020.0679,C,0.007728116,Prod_29,110686.1905,C,0.006109094,Prod_25,87045.31161,C,0.004804285,Prod_43,79407.6942,C,0.004382742,Prod_52,69251,C,0.003822165,Prod_35,60538.47619,C,0.003341295,Prod_41,55943.52381,C,0.003087686,Prod_28,54553.66667,C,0.003010976,Prod_40,46910.80952,C,0.002589144,Prod_42,24939.95042,C,0.001376509,Prod_26,24499.97475,C,0.001352225,Prod_33,22009.21277,C,0.001214753,Prod_34,21728,C,0.001199232,Prod_59,18488.23853,C,0.00102042,Prod_3,17057.7619,C,0.000941468,Prod_39,15732.98032,C,0.000868349,Prod_36,12911.2381,C,0.000712609,Prod_37,8581.300582,C,0.000473627,Prod_58,7060.840361,C,0.000389708,Prod_46,1337.142857,C,7.38008E-005,Prod_53,1322.404762,C,7.29874E-005,Prod_44,1115.571429,C,6.15716E-005,Prod_48,670.7619048,C,3.70213E-005,Prod_57,535.7142857,C,2.95676E-005,Prod_47,176.9167199,C,9.76455E-006,,,,,,,,,,,,
193,Prod_15,477951.3402,A,0.15315619,Prod_5,237565.7121,A,0.076126284,Prod_9,232305.7544,A,0.074440767,Prod_1,217931.0021,A,0.069834477,Prod_6,194304.5945,A,0.062263559,Prod_20,193659.6933,A,0.062056905,Prod_21,164562.6245,A,0.052732951,Prod_17,128600.9264,A,0.041209274,Prod_18,120620.0532,A,0.038651859,Prod_7,98186.6514,A,0.031463231,Prod_12,96754.25082,A,0.031004228,Prod_11,90682.85714,A,0.029058692,Prod_8,89031.33555,A,0.028529474,Prod_16,84656.73084,A,0.027127662,Prod_19,76004.74786,B,0.024355194,Prod_24,59475.81718,B,0.019058613,Prod_25,52110.43883,B,0.016698428,Prod_2,49465.13827,B,0.01585076,Prod_32,47675.90864,B,0.015277414,Prod_38,46774.28571,B,0.014988495,Prod_14,42659.6131,B,0.013669977,Prod_23,37475.37795,B,0.012008725,Prod_13,35486.23616,B,0.011371318,Prod_27,30989.9057,B,0.0099305,Prod_30,30758.43137,B,0.009856326,Prod_31,30389.50204,C,0.009738105,Prod_22,30160.01905,C,0.009664569,Prod_29,25294.7619,C,0.008105531,Prod_4,19418.4946,C,0.006222522,Prod_10,16863,C,0.005403631,Prod_52,13520,C,0.00433239,Prod_41,9066.904762,C,0.002905427,Prod_28,6989.166667,C,0.00223963,Prod_33,4921.714138,C,0.001577129,Prod_26,4790.380952,C,0.001535044,Prod_40,4202.190476,C,0.001346563,Prod_35,3765.619048,C,0.001206666,Prod_42,3753.532393,C,0.001202793,Prod_43,2467.666667,C,0.000790747,Prod_3,1742.761905,C,0.000558456,Prod_49,1531.892857,C,0.000490884,Prod_39,1190,C,0.000381327,Prod_34,1108.571429,C,0.000355234,Prod_36,986.6666667,C,0.00031617,Prod_59,840.3744789,C,0.000269292,Prod_46,534.8571429,C,0.000171391,Prod_48,504.8095238,C,0.000161763,Prod_37,454.0058309,C,0.000145483,Prod_44,225.2857143,C,7.21912E-005,Prod_58,160.4736446,C,5.14227E-005,Prod_57,107.1428571,C,3.43332E-005,,,,,,,,,,,,,,,,,,,,
194,Prod_20,29690.2381,A,0.156119716,Prod_1,24811.00275,A,0.130463309,Prod_21,18057.60114,A,0.094952003,Prod_9,15571.42105,A,0.081878961,Prod_5,14071.19048,A,0.073990321,Prod_6,11762.07299,A,0.061848325,Prod_7,11462.48061,A,0.060272983,Prod_17,8206.060677,A,0.043149801,Prod_2,5876.364843,A,0.030899598,Prod_10,4721.261905,A,0.024825738,Prod_18,4694.340412,A,0.024684177,Prod_15,4462.578374,B,0.023465506,Prod_12,4159.9542,B,0.021874222,Prod_8,3774.223699,B,0.019845942,Prod_38,3576.857143,B,0.018808132,Prod_14,3394.321429,B,0.017848307,Prod_11,3378.761905,B,0.017766491,Prod_22,2689.114286,B,0.014140128,Prod_41,2529.714286,B,0.013301957,Prod_35,2529.619048,B,0.013301456,Prod_24,2260.752501,C,0.01188768,Prod_4,1643.785416,C,0.008643491,Prod_29,1613.333333,C,0.008483366,Prod_13,1205.869113,C,0.006340803,Prod_32,989.152381,C,0.005201245,Prod_30,505.4285714,C,0.002657687,Prod_19,471.8220265,C,0.002480974,Prod_49,346.1904762,C,0.001820368,Prod_31,288.2857143,C,0.001515888,Prod_36,281.9047619,C,0.001482335,Prod_27,249.1428571,C,0.001310064,Prod_16,246.8198994,C,0.001297849,Prod_40,224.0952381,C,0.001178356,Prod_25,172.1428571,C,0.000905176,Prod_52,104,C,0.000546862,Prod_23,78.52380952,C,0.000412901,Prod_37,75.66763848,C,0.000397882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Prod_15,3744538.154,A,0.233003185,Prod_5,1260693.917,A,0.078446443,Prod_9,1159703.297,A,0.07216232,Prod_1,1080828.563,A,0.067254355,Prod_20,1047559.887,A,0.065184218,Prod_6,824912.0251,A,0.051329996,Prod_17,555737.8226,A,0.034580682,Prod_7,527410.2123,A,0.032818002,Prod_8,494990.3723,A,0.030800683,Prod_16,420566.7403,A,0.026169687,Prod_11,398799.7143,A,0.024815238,Prod_18,371877.9058,A,0.023140033,Prod_12,360486.9422,A,0.022431232,Prod_21,359199.3386,A,0.022351112,Prod_24,335877.5524,B,0.020899918,Prod_14,284987.506,B,0.017733294,Prod_19,262152.3749,B,0.016312382,Prod_38,261385.7143,B,0.016264677,Prod_2,257158.5476,B,0.016001642,Prod_32,208521.1997,B,0.012975193,Prod_27,184897.3041,B,0.0115052,Prod_13,182078.5854,B,0.011329806,Prod_23,152295.5786,B,0.009476564,Prod_30,146543.1839,B,0.009118622,Prod_10,133742.3571,B,0.008322093,Prod_22,131845.1908,B,0.008204042,Prod_4,129489.3287,C,0.008057449,Prod_31,127638.0991,C,0.007942257,Prod_29,113970.4762,C,0.007091792,Prod_41,74889.52381,C,0.004659987,Prod_25,72577.92434,C,0.004516148,Prod_35,63704.61905,C,0.003964008,Prod_52,58734,C,0.003654712,Prod_49,46845.62976,C,0.002914961,Prod_28,31663.92857,C,0.001970282,Prod_42,29853.23417,C,0.001857612,Prod_43,26007.0814,C,0.001618286,Prod_26,23749.93214,C,0.001477835,Prod_36,20494.47619,C,0.001275265,Prod_33,15427.39695,C,0.000959967,Prod_40,15022,C,0.000934741,Prod_59,14846.61579,C,0.000923828,Prod_34,12489.90476,C,0.000777182,Prod_39,10074.75298,C,0.0006269,Prod_58,7702.734939,C,0.000479301,Prod_44,6163.380952,C,0.000383515,Prod_37,5524.727891,C,0.000343775,Prod_57,5357.142857,C,0.000333347,Prod_3,5063.761905,C,0.000315092,Prod_46,3610.285714,C,0.000224649,Prod_48,836.7142857,C,5.20644E-005,Prod_45,231.8571429,C,1.44273E-005,,,,,,,,,,,,,,,,
196,Prod_15,3671971.829,A,0.170186346,Prod_1,1805731.482,A,0.083690959,Prod_5,1724221.643,A,0.07991319,Prod_9,1689730.115,A,0.078314597,Prod_20,1666333.534,A,0.077230226,Prod_6,1119963.482,A,0.051907395,Prod_21,756441.8123,A,0.035059111,Prod_7,743117.1795,A,0.034441549,Prod_17,709646.147,A,0.032890254,Prod_11,658360.4533,A,0.030513295,Prod_12,585498.3457,A,0.027136326,Prod_8,563368.639,A,0.026110672,Prod_18,459211.5039,A,0.021283259,Prod_24,454641.6102,A,0.021071456,Prod_16,447866.9101,A,0.020757467,Prod_23,416950.2116,B,0.019324558,Prod_38,378596.5714,B,0.017546967,Prod_2,375799.0289,B,0.017417308,Prod_14,334296.1369,B,0.015493757,Prod_32,310809.6022,B,0.014405217,Prod_22,258978.9337,B,0.012003,Prod_31,246757.8658,B,0.011436585,Prod_19,236259.9781,B,0.010950036,Prod_27,231949.3945,B,0.010750251,Prod_13,228600.4108,B,0.010595035,Prod_30,218873.3246,B,0.010144209,Prod_10,175430.9524,B,0.008130768,Prod_29,168996.6667,C,0.007832556,Prod_4,159360.1762,C,0.00738593,Prod_49,80619.10714,C,0.003736486,Prod_43,79327.02043,C,0.003676601,Prod_25,76932.86306,C,0.003565638,Prod_41,74069.33333,C,0.003432921,Prod_52,71032,C,0.003292149,Prod_35,52708.42857,C,0.002442899,Prod_28,51882.02381,C,0.002404597,Prod_33,48974.98082,C,0.002269863,Prod_39,39812.41178,C,0.001845202,Prod_26,33933.74733,C,0.001572741,Prod_3,32195.42857,C,0.001492174,Prod_42,29353.03511,C,0.001360437,Prod_36,25625.14286,C,0.001187659,Prod_40,22266.47619,C,0.001031993,Prod_34,18993.52381,C,0.0008803,Prod_59,18768.36336,C,0.000869865,Prod_58,7381.78765,C,0.000342127,Prod_37,5525.718173,C,0.000256103,Prod_57,3107.142857,C,0.000144008,Prod_46,2540.571429,C,0.000117749,Prod_53,1035.401786,C,4.79882E-005,Prod_44,1013.666667,C,4.69808E-005,Prod_48,1002.666667,C,0.000046471,Prod_45,318.6666667,C,1.47694E-005,,,,,,,,,,,,
197,Prod_15,2091268.519,A,0.109225698,Prod_20,1747607.198,A,0.091276474,Prod_1,1573913.832,A,0.082204574,Prod_5,1529985.875,A,0.079910243,Prod_9,1429294.348,A,0.074651185,Prod_6,1244630.715,A,0.065006314,Prod_21,972549.5143,A,0.050795677,Prod_17,846235.6531,A,0.04419838,Prod_8,602117.2864,A,0.031448224,Prod_11,532952.4286,A,0.027835785,Prod_7,521506.2302,A,0.027237957,Prod_12,515532.4882,A,0.026925952,Prod_18,497083.5638,A,0.025962376,Prod_2,402724.1173,A,0.021034039,Prod_23,396156.3165,A,0.020691006,Prod_38,377771.1429,A,0.01973076,Prod_24,357904.1959,B,0.018693121,Prod_27,356213.6576,B,0.018604825,Prod_16,339187.9093,B,0.017715581,Prod_31,297308.8611,B,0.015528263,Prod_19,285881.7056,B,0.01493143,Prod_14,277404.0238,B,0.014488645,Prod_32,256655.4843,B,0.013404962,Prod_22,248423.5333,B,0.012975012,Prod_30,185332.8201,B,0.009679822,Prod_29,134310,B,0.007014931,Prod_13,133472.9694,B,0.006971213,Prod_52,128414,C,0.006706986,Prod_4,125279.5033,C,0.006543273,Prod_10,113753.8095,C,0.005941293,Prod_25,94795.12203,C,0.004951092,Prod_41,87845.42857,C,0.004588114,Prod_43,79640.99902,C,0.004159602,Prod_49,58203.27381,C,0.003039922,Prod_26,41791.9417,C,0.002182768,Prod_35,41190.47619,C,0.002151354,Prod_33,32794.78086,C,0.001712852,Prod_39,31061.36869,C,0.001622317,Prod_59,27172.10815,C,0.001419183,Prod_42,22724.42816,C,0.001186883,Prod_3,22706.09524,C,0.001185926,Prod_40,21608.61905,C,0.001128605,Prod_34,15520,C,0.0008106,Prod_36,14208,C,0.000742075,Prod_28,13665.38095,C,0.000713735,Prod_58,8344.629518,C,0.000435835,Prod_37,4550.94655,C,0.000237693,Prod_46,2941.714286,C,0.000153644,Prod_57,1714.285714,C,8.95361E-005,Prod_53,1533.017857,C,8.00686E-005,Prod_45,820.3333333,C,4.28455E-005,Prod_48,497.8571429,C,2.60028E-005,Prod_44,102.3809524,C,5.3473E-006,,,,,,,,,,,,
198,Prod_15,2374887.159,A,0.108427468,Prod_5,1795500.465,A,0.081975082,Prod_1,1755363.695,A,0.080142604,Prod_20,1731277.939,A,0.079042949,Prod_9,1668804.993,A,0.076190694,Prod_6,1224188.481,A,0.055891354,Prod_17,1036778.918,A,0.047335013,Prod_21,1023471.048,A,0.046727431,Prod_7,667352.2041,A,0.030468526,Prod_8,649766.4268,A,0.029665632,Prod_18,649500.5429,A,0.029653493,Prod_11,586093.2114,A,0.026758578,Prod_12,580299.1383,A,0.026494045,Prod_16,473591.2316,A,0.021622206,Prod_2,454335.2223,A,0.020743056,Prod_24,449491.9381,A,0.020521932,Prod_23,433283.6091,B,0.019781927,Prod_19,369027.0878,B,0.016848242,Prod_38,355897.2857,B,0.01624879,Prod_27,346239.4513,B,0.015807853,Prod_32,332054.0998,B,0.015160209,Prod_31,330304.9039,B,0.015080348,Prod_29,283428.0952,B,0.012940148,Prod_13,278968.4187,B,0.012736538,Prod_22,265588.3059,B,0.012125657,Prod_14,259855.256,B,0.01186391,Prod_30,190552.0768,B,0.008699815,Prod_4,155036.7327,B,0.007078332,Prod_10,148158.9048,C,0.006764319,Prod_25,130967.6841,C,0.00597944,Prod_52,122213,C,0.005579737,Prod_41,104415.7143,C,0.004767187,Prod_49,102921.5631,C,0.00469897,Prod_35,102728.4286,C,0.004690153,Prod_43,66629.92414,C,0.003042045,Prod_26,58585.04202,C,0.002674749,Prod_33,42414.62287,C,0.001936475,Prod_40,40718.14286,C,0.001859021,Prod_3,40541.90476,C,0.001850975,Prod_34,37728.38095,C,0.001722521,Prod_28,32720.2619,C,0.001493871,Prod_39,32416.6884,C,0.001480011,Prod_59,29693.23159,C,0.001355669,Prod_42,27944.62722,C,0.001275835,Prod_36,25625.14286,C,0.001169937,Prod_37,14737.41011,C,0.000672849,Prod_58,10912.20783,C,0.000498206,Prod_45,5492.380952,C,0.000250759,Prod_46,1470.857143,C,6.71532E-005,Prod_44,1453.857143,C,6.63771E-005,Prod_57,750,C,3.42419E-005,Prod_48,511.7619048,C,2.33649E-005,Prod_53,254.2857143,C,1.16096E-005,Prod_47,58.97223995,C,2.69243E-006,,,,,,,,
199,Prod_15,864424.1001,A,0.160128246,Prod_5,415441.926,A,0.07695758,Prod_20,406581,A,0.075316158,Prod_1,394606.02,A,0.073097881,Prod_17,346441.0518,A,0.064175672,Prod_9,343652.4119,A,0.063659097,Prod_6,247158.8539,A,0.045784371,Prod_21,196140.3343,A,0.036333563,Prod_18,184675.6279,A,0.03420981,Prod_11,173385.7619,A,0.032118445,Prod_7,159559.7705,A,0.029557281,Prod_2,139750.7771,A,0.02588781,Prod_8,137600.2651,A,0.025489443,Prod_27,124621.4852,A,0.023085219,Prod_16,119925.5209,A,0.022215326,Prod_12,106594.7567,B,0.0197459,Prod_24,101450.6209,B,0.018792986,Prod_32,92047.72086,B,0.017051167,Prod_19,90860.01059,B,0.016831153,Prod_14,88195.18452,B,0.016337513,Prod_23,84552.56381,B,0.015662744,Prod_30,67430.91765,B,0.012491085,Prod_31,66988.72362,B,0.012409171,Prod_38,66034.28571,B,0.012232369,Prod_22,48030.20989,B,0.008897245,Prod_10,46455.40476,B,0.008605524,Prod_4,37388.08579,C,0.00692587,Prod_29,29961.90476,C,0.005550224,Prod_13,28708.6888,C,0.005318075,Prod_25,23939.57143,C,0.004434631,Prod_35,23511.19048,C,0.004355276,Prod_41,22456.85714,C,0.004159969,Prod_40,20087.09524,C,0.003720988,Prod_52,18954,C,0.00351109,Prod_43,17968.46854,C,0.003328527,Prod_49,11510.83333,C,0.002132298,Prod_28,8260.952381,C,0.001530281,Prod_26,7921.924758,C,0.001467479,Prod_42,6910.298589,C,0.001280082,Prod_34,6208,C,0.001149987,Prod_39,5209.033686,C,0.000964935,Prod_3,3728.142857,C,0.000690611,Prod_33,3667.196983,C,0.000679321,Prod_36,3495.619048,C,0.000647538,Prod_59,2240.99861,C,0.000415129,Prod_58,2086.157379,C,0.000386445,Prod_37,1200.155491,C,0.00022232,Prod_45,169.4761905,C,3.13942E-005,Prod_46,133.7142857,C,2.47696E-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
